artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_root.lp.gz,True,True,False,1,1,240207,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_node_trace.csv.gz,True,True,False,1,1,8266695,3aa9490a0ff966b4d179ca039b7176656e185902adbddf65fa1a357f29e9c783,3aa9490a0ff966b4d179ca039b7176656e185902adbddf65fa1a357f29e9c783,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/global_bound_trajectory.csv,True,False,False,1,1,722,caa3cb548279b49cb44081c2162e4dda2b31fc788825a2653306090908d52a55,caa3cb548279b49cb44081c2162e4dda2b31fc788825a2653306090908d52a55,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/row_delta.csv,True,False,False,1,1,306024,bde771ddd5d328bcdf5d05a63fd8f0f1279e86ae973fdf3996a29dcede448ca0,bde771ddd5d328bcdf5d05a63fd8f0f1279e86ae973fdf3996a29dcede448ca0,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/post_local_row_trace.csv,True,False,False,1,1,100606,a1d785051eccd09ee4e478a3144e2dec240c906de703cb6deba79b18a0e711f5,a1d785051eccd09ee4e478a3144e2dec240c906de703cb6deba79b18a0e711f5,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/gini_topology.csv,True,False,False,1,1,75158,3988fc373030cb448a85056ddf436b2159a22c9623df513a662e47ca5b9d9d7c,3988fc373030cb448a85056ddf436b2159a22c9623df513a662e47ca5b9d9d7c,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/sibling_delay.csv,True,False,False,1,1,47850,fdca981ffe32e9c3f2dd428c1f17460e245242839167ec52e0b90c5215647efa,fdca981ffe32e9c3f2dd428c1f17460e245242839167ec52e0b90c5215647efa,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/tree_memory.csv,True,False,False,1,1,585,839a5c529f03b4d47d3c06e4bf5347fc5ec0c47ccf1a5a142e3e62aac2745423,839a5c529f03b4d47d3c06e4bf5347fc5ec0c47ccf1a5a142e3e62aac2745423,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3301__f0__900s/progress.csv,True,False,False,1,1,688,c538425162722d4795815d597606fc3b6fda60ab9659cac5a4bd6d22c33a2217,c538425162722d4795815d597606fc3b6fda60ab9659cac5a4bd6d22c33a2217,none
