artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/global_root.lp.gz,True,True,False,1,1,247862,911ad97d5879ad6a2a99956a2905bbcc628bdecf58d38b7b416d7ff1cfa3c5f5,911ad97d5879ad6a2a99956a2905bbcc628bdecf58d38b7b416d7ff1cfa3c5f5,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/global_node_trace.csv.gz,True,True,False,1,1,10182033,08f530fd2cecda89e460d7945cb99850bba9e7b0bc387f54c71354328186332d,08f530fd2cecda89e460d7945cb99850bba9e7b0bc387f54c71354328186332d,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/global_bound_trajectory.csv,True,False,False,1,1,708,a55147bf06f8649618b8bd67ff4a48a6631acf16df3dfd4c32e108d7b1e775a2,a55147bf06f8649618b8bd67ff4a48a6631acf16df3dfd4c32e108d7b1e775a2,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/row_delta.csv,True,False,False,1,1,362325,7e2f0406200268ffae91bcf861a5a419cd276d1b71b9383902c2d84b57f4d930,7e2f0406200268ffae91bcf861a5a419cd276d1b71b9383902c2d84b57f4d930,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/post_local_row_trace.csv,True,False,False,1,1,118977,23cdb8e0f409b3dc7723e9383b1013966ed6dfc03adedade017246290d29b530,23cdb8e0f409b3dc7723e9383b1013966ed6dfc03adedade017246290d29b530,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/gini_topology.csv,True,False,False,1,1,88843,2e2f8c7922000ed6e3a75c8530d06fd4df747dd944d9672128ac7d9a8bdb9263,2e2f8c7922000ed6e3a75c8530d06fd4df747dd944d9672128ac7d9a8bdb9263,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/sibling_delay.csv,True,False,False,1,1,57289,20b451324ac1bdf5c2e21e73471678bf9dee5b8bf1f64552f310d57a829651a1,20b451324ac1bdf5c2e21e73471678bf9dee5b8bf1f64552f310d57a829651a1,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/tree_memory.csv,True,False,False,1,1,612,3f8d48fa5ac4db841ee88cff9dde6278c62da4144340e49ef98f90ae5bea2dc9,3f8d48fa5ac4db841ee88cff9dde6278c62da4144340e49ef98f90ae5bea2dc9,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f3__3600s/progress.csv,True,False,False,1,1,691,b4964ab71de2df4229690e85512cd246b8f0b12c7c15c744c8e20f5f0a0a5767,b4964ab71de2df4229690e85512cd246b8f0b12c7c15c744c8e20f5f0a0a5767,none
