artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/global_root.lp.gz,True,True,False,1,1,247077,e312974d62ba9403f58204570882820cabcc2d5b593cdfff6156f19083c7f325,e312974d62ba9403f58204570882820cabcc2d5b593cdfff6156f19083c7f325,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/global_node_trace.csv.gz,True,True,False,1,1,6394195,d2c5371fdfdbb7e2b53f41b1fc4628d1878dbbd80eb611b14437bc6f13bed79a,d2c5371fdfdbb7e2b53f41b1fc4628d1878dbbd80eb611b14437bc6f13bed79a,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/global_bound_trajectory.csv,True,False,False,1,1,710,640ae8a6a8fa79085815764a0e54bb469497ec8f4a0198a78c1029635a5e3d7a,640ae8a6a8fa79085815764a0e54bb469497ec8f4a0198a78c1029635a5e3d7a,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/row_delta.csv,True,False,False,1,1,241232,4f38b6914ac4c229c7e0f946b78e16e427b6400e53156bc9ba7b95e04923c813,4f38b6914ac4c229c7e0f946b78e16e427b6400e53156bc9ba7b95e04923c813,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/post_local_row_trace.csv,True,False,False,1,1,77557,998f909a54a55eaf4a17ab6418acc580bdcb06d45fdc88b9595313db72eb65ef,998f909a54a55eaf4a17ab6418acc580bdcb06d45fdc88b9595313db72eb65ef,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/gini_topology.csv,True,False,False,1,1,60435,352527dafe8a6db6204ca45e976cec9eea1710c0ec4778a8264e81760c2bd7fe,352527dafe8a6db6204ca45e976cec9eea1710c0ec4778a8264e81760c2bd7fe,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/sibling_delay.csv,True,False,False,1,1,36538,7dcf9e22d87c4a41053590c026e86a14a50b967c1bf2a188664159ec76a10146,7dcf9e22d87c4a41053590c026e86a14a50b967c1bf2a188664159ec76a10146,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/tree_memory.csv,True,False,False,1,1,595,b0f7b6596c23f39f2b1fc445215016f896ff6200e2e6432b86bd42e37927feb6,b0f7b6596c23f39f2b1fc445215016f896ff6200e2e6432b86bd42e37927feb6,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/progress.csv,True,False,False,1,1,691,3f56a039d55f7431aedf58769f0613c5ac228c2fcdd4759415f351a1fe19891e,3f56a039d55f7431aedf58769f0613c5ac228c2fcdd4759415f351a1fe19891e,none
lifecycle_manifest,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/model_lifecycle_manifest.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f2__300s/model_lifecycle_manifest.csv,True,False,False,1,1,3936,f5671372e7e4d047eb8d335601f2a1da1cc0475dd0cec76e09e94cfba8173c7f,2d1f11bf6589179d05b36a79a42049143923a4d42f620e9b87b294b17247090e,none
