path,bytes,sha256
command.json,6672,efcc4f8cce9c81b41d620d48b86d6c6cd82db30c7ea11d00398b982980f3e0ab
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,89,4aeda18470dd88d07e42ab5fe15430148b7da3005c857163ff6b6f81fa767125
external/global_bound_trace.csv,72171,323a621333733896ca1f3869163a35718402f7c7a366fafeac43f10ac896f4eb
external/lp_status_ledger.csv,3276,f9a0b6968dd4586f2d927a9222f2c791434a58ffdd99b71149d022c2542164fc
external/models/L0.lp,1309551,87ea59d5ecc6ee153ddcf07ea5f1a56b3e867b988d658644f1959688e7235cf8
external/models/L1.0.lp,1468973,6cf0e5ecc0712efcfc581bdb0424e13c3e0bfe2283fa8c3a96f9bd62d81d43c0
external/models/L1.1.0.lp,1342088,303e5ccd36328b9ad281343e862679744b28c45a48d19f99d29a361f74231bcf
external/models/L1.1.1.0.lp,1348743,f1391ea804d3b059dabf8df61aaa119a82bf7089086f0744c25792c6af3a3809
external/models/L1.1.1.1.0.lp,1360929,bc5a38a77d77b333955e8cb43be1a457cec9395c7c7d66cf4e35f4fc62b89f04
external/models/L1.1.1.1.1.0.lp,1375769,63ea6e8d2e51643ddea453385f602c734dfc5db521066423ef3f03ce26232656
external/models/L1.1.1.1.1.1.0.0.lp,1475912,7bf8fee2091f61ac85fb8836a8248a133fc5ecc96788d2c8328dc0d8cd9628d2
external/models/L1.1.1.1.1.1.0.1.0.lp,1410232,53ac2319059536abc270fe2bf51012b19040d290ce95caa215f5f852f94f119e
external/models/L1.1.1.1.1.1.0.1.1.lp,1387272,b9da2b56162036235b31937e84a89a6d2f9a6704e30c53cfa831a0ff1b9816ad
external/models/L1.1.1.1.1.1.0.1.lp,1387392,e36e439f36356688f183197494e7054659ba9f4b879fe36a6d3ee7101593b582
external/models/L1.1.1.1.1.1.0.lp,1387212,856bf1441b80696e90f867a5f49ccfe25bcddb25c4504188ccbaa5a0fefe34de
external/models/L1.1.1.1.1.1.1.lp,1307286,80d93e9e23fd0166f0336bdb13b7d1192adeb096aea71ca2b046c1136b9a1541
external/models/L1.1.1.1.1.1.lp,1307272,33722a7ae1860abff543c21aebd79fd0430468f7fbc1815ef5c34c69ce42df88
external/models/L1.1.1.1.1.lp,1307249,b735d61c32e9e51d19473a806a6f7169a7fd6bee07edf9994dacd32831eea2cd
external/models/L1.1.1.1.lp,1303829,ebdfb0e6ebe3ed043ed2b308c6cd04c1d8787688beeff5cb8e6b6a351072330d
external/models/L1.1.1.lp,1307213,ebcba0f5b9d8a95ce6dcd55d731154c1c6ddfd4372b0b8b2bf6fff4bc8bf12ac
external/models/L1.1.lp,1307448,62864e2bd8aa7227c524d989fd7dbdc68e80d16f4e81e16d5f23aa4d120eb320
external/models/L1.lp,1307173,49df69387695710ef34eff68ae1a6fa86e67662d54ca507cf498407f1feb3cb2
external/models/L2.0.lp,1335213,ec50e1864aea097eac44f31118e96674aacf4afb4c863374e86a0ef00fad6318
external/models/L2.1.lp,1468729,d077f093bbf7d072b5fac90e47783b0f6f367b517aa9956537dcd8b75a5dec43
external/models/L2.lp,1472749,f868527b09fd410d44552a6a1991511aae0bd5f50ef6ac37a04b274465b83e82
external/models/L3.0.lp,1340947,d6ca262cd5e58f64c9b88d70118ebf3d135c1d7b9d89e3fafe8403a59ae16efb
external/models/L3.1.lp,1291888,c5ea327c76d78adfca55bb495debb1d507fb685305699405f185c1c361d829df
external/models/L3.lp,1292056,8a227c3b7487d5112f2a9e08ca91d7cbb592a8e8751e0ca8c369859234c54b23
external/native_logs/L0_lp.gurobi.log,1331,5752b1e4de83657837ae718d1c7f00d0739d9da0fc5e10641bb19c8b81662587
external/native_logs/L1.0_lp.gurobi.log,1335,7b4325c28b4a61cd5432af9a20db61b8361aa66a58f9092c9e2e54ebc03d4a2a
external/native_logs/L1.1.0_lp.gurobi.log,1337,8f656d9b5b199713401d51dfd95d1d05ed546ccfa720593fcf423eb6b0e42f62
external/native_logs/L1.1.1.0_lp.gurobi.log,1339,64c9c9b4ae97c2d7522b6d3969ba3b9fc1b0de14290280717a77d39e888ae1bc
external/native_logs/L1.1.1.1.0_lp.gurobi.log,1341,a9cca1946dcc40d0f71ff2dd2db7fae61c1321f2fd6fe8a62ffd5edcfe755d59
external/native_logs/L1.1.1.1.1.0_lp.gurobi.log,1343,0785d502f081b5d9ef91b7048744be2a25ce094b7730bedffc4109065dc6fc45
external/native_logs/L1.1.1.1.1.1.0.0_lp.gurobi.log,1430,7db2b6e192fb6db7477986c56a8dba8922847596402e9a77b7489e0296a5786a
external/native_logs/L1.1.1.1.1.1.0.1.0_lp.gurobi.log,1432,c948feaff5ce0e5e39dc3fdfc9114691d774b1c4f8c5c9c45bb3137566ec3194
external/native_logs/L1.1.1.1.1.1.0.1.0_terminal_mip.gurobi.log,1855,9916d6d932c1ac0e045eb65d6757a49b0e8aec3c0cb41aaf94dd263cd86be629
external/native_logs/L1.1.1.1.1.1.0.1.1_c6_1_next_leaf_target_mip.gurobi.log,1828,6a6a03b401f8d91c588b07e0123346e0a9a8af8cd71a65433f9d1ef1f8a60ea1
external/native_logs/L1.1.1.1.1.1.0.1.1_lp.gurobi.log,1432,8af99e072aaf85e124e45fe232ea6c5a53343bfe6c7ca1b437400f7c681df7e9
external/native_logs/L1.1.1.1.1.1.0.1_lp.gurobi.log,1430,9abd14e021908e7bb4aeab303af77c068cd41e754f03547b445b363cc57daaa9
external/native_logs/L1.1.1.1.1.1.0_lp.gurobi.log,1428,3272e31608c06d63af1ba6b3ddf2137d962acf0c8f1927ef7cc7d9ac9d8a2a42
external/native_logs/L1.1.1.1.1.1.1_c6_1_next_leaf_target_mip.gurobi.log,1885,580e9cfc7943ed273a4f9fcdd0e2ef156c67d533e681e935e6b9ab1429533877
external/native_logs/L1.1.1.1.1.1.1_lp.gurobi.log,1428,e92e94d270e0bf69a635fcd5d1b0181b127527ecb7c4b1f9976e266bc150f643
external/native_logs/L1.1.1.1.1.1_lp.gurobi.log,1426,7b587a200786403d91896bc72ead0e5df0dbd47cf6aad3405b28963c27b9c8d5
external/native_logs/L1.1.1.1.1_lp.gurobi.log,1424,b1fb3a7a12a4af47cce6b04c98d00e52c625ff7cb5ab5e4b2f5818d8cb45a308
external/native_logs/L1.1.1.1_lp.gurobi.log,1422,766bb02cc8c6cc664a146d6987094cf6b62789e100f96c4611f5c5198435d5a6
external/native_logs/L1.1.1_lp.gurobi.log,1420,fb9a05761b4383df988bad13d1924d8a127f3d4d489fd9cdafdc0caf0e2de4e0
external/native_logs/L1.1_lp.gurobi.log,1417,ae0ca9c6af5175e0e61e479941c1658e3d576b1d6b92187fd88c4dd779fc2562
external/native_logs/L1_lp.gurobi.log,1416,e1ce9770d7852c1b71775e46f9bf8415162a2492fa76ffacff0148486624da6a
external/native_logs/L2.0_lp.gurobi.log,1418,57032d4d8680c497cdff32e1b7217c183924745d4ca44cb1ad6e178faef872d6
external/native_logs/L2.1_lp.gurobi.log,1462,96f223b87fad297f4e6c38052e24916992f693e99be3ed94c185297eed8ddc28
external/native_logs/L2_c6_1_next_leaf_target_mip.gurobi.log,2405,9d5e07f93f76ca421a15201b071e2a311a0c7e140ea57167338c621974754fba
external/native_logs/L2_lp.gurobi.log,1415,9cb1ce1bdfc39bc97c8b2d51922402011ec3d9409af4428c1617198938d9974f
external/native_logs/L2_terminal_mip.gurobi.log,7271,d8517e27305d1ead8ec4d28e8d4f9df54af6bb2c9c58948d6746cb5835daf310
external/native_logs/L3.0_lp.gurobi.log,1416,eec4d56fde4f9d09b9b2c84023880e8c62489dc2d074c7c24aeac72fddc48bef
external/native_logs/L3.1_lp.gurobi.log,1417,8ec1e511a34a64f47b3e3bc6abcc9627459ced5766cb34c4fe8246b1816f8597
external/native_logs/L3_c6_1_next_leaf_target_mip.gurobi.log,1811,cb0cbbf67fb7cfa9cdf645406463b4325da8bb6f2c05c5ed9de7b09dc2fd8ba3
external/native_logs/L3_lp.gurobi.log,1460,3562b391f4863aa3b948594bdc43593d9f876716fc4b3eceaa0751e81d8c2927
external/native_logs/L3_terminal_mip.gurobi.log,1890,756cf071b80bc95ff856d639fc21aca7a934551931185f538df97d70f1d8ea3b
external/native_target_ledger.csv,871,3cb9fb475f7d1e7b495ab52332b845cf0a2b776c87f5a4b3f105bca423e0d5cc
external/paper_leaf_ledger.csv,4604,f401b5203c3dfeeb82aa157f6aa6f5c9d76e0906baf1fe419b9106c3daf2fa2a
external/paper_optimize_ledger.csv,11510,ab980a8e5ab56963893bf35ccf6eb7fbf56b2b992ed5e1c9f5c087d9fa5cb53b
external/paper_tree_events.csv,2349,453d10ab32f44fd578e2541d02f2290a1b1a3d267b7a65ddb00b83ec6b8115c9
external/parent_child_bound_ledger.csv,1225,1192a4d8b6fb5923a6ea5609b72f7bacf5971d8c481965a68a56bce8f84fc413
external/split_decision_ledger.csv,940,ba3cc1c858230caee796efd948677b72e1b6059fe8dfc2f4b77ca2c10dbb12fa
heuristic_candidates.csv,691,66cd851bf21bca8bb039791239b73b1216809d8d02a38917973529d6189f559f
native.log,11099,cde41536a27b99f8369a80615efe76545e8b38c9a1d7aa3a53f88ef8d0d3795a
process_phases.csv,2872,f6842b59138daba99d7123d6c9bb7183a2fe205937f7d5dac68b631119652922
progress.csv,691,4de17e303b4a66453983867ccbede7a27327af849a0d9e6369c252de81871993
result.json,85326,f66f5068d070be0199bedab19574b6e7f6f8b510a8c26a8a1662fbe7ed1debf4
