path,size_bytes,sha256,required
results/gf_c6_envelope_tail_repair_round44/final_report.md,1243,393ff03cc819c97d7cf0fd420ac786b56fecd78c83e635d3e0ec40af23ea6710,True
results/gf_c6_envelope_tail_repair_round44/final_decision.json,8077,d247b7bdc6da83a392110366bc4cf104fa2be02c9bf9c557c50b2ba6924b7637,True
results/gf_c6_envelope_tail_repair_round44/source_of_truth.md,965,22cd1925fe4e0f0068b0ce64d7a82685a8d201cf344debe0543586396ddfb1c2,True
results/gf_c6_envelope_tail_repair_round44/round43_formula_erratum.md,1889,ee4ccf0f85d8e78213acabf531928642082ac1dcf2d9bfe5585101536ca03699,True
results/gf_c6_envelope_tail_repair_round44/mathematical_mechanism_note.md,560,9d0579faa58536ea43b8b6a5215c2a96a054f99bf0fd6b2b39db1aa62eb15bf3,True
results/gf_c6_envelope_tail_repair_round44/exactness_and_validity_note.md,720,f511c284badc7c8c906660c08ed5fa7aef2666e0c41ef6b53f94ee4462d2ea0e,True
results/gf_c6_envelope_tail_repair_round44/structural_atlas.md,2312,9fe800e1653c67b68614b85a09509a66e13a2cd756a23c42ea09d074a9d1585a,True
results/gf_c6_envelope_tail_repair_round44/lookahead_policy_ablation.md,1769,25eac1cc5cdbac7f7a6ed0e2b143d7bf580c75911bacc1b4be7b78711599b5e5,True
results/gf_c6_envelope_tail_repair_round44/envelope_injection_ablation.md,1253,96b6299540486b79acd30a17b34bc635fa72cb0934095665d01b64e6ea33795d,True
results/gf_c6_envelope_tail_repair_round44/propagation_scope_ablation.md,654,180ca8f578df1cce289f017944fcded1fb29d65ac83f44b77f7030f71d99624b,True
results/gf_c6_envelope_tail_repair_round44/no_adaptive_k4_analysis.md,485,ead8e0b37da98a11bc3db6de120c87854596bca29f5b5142c680441a6e37689f,True
results/gf_c6_envelope_tail_repair_round44/conservative_refinement_ablation.md,1201,ebb536dc08b72c4f669ea51ff4f83a49e8f4716b1781cac49b4ac65d7b1f733b,True
results/gf_c6_envelope_tail_repair_round44/c6_lifecycle_integration.md,412,9f532b8f7e0a89847c2322eacb0b4be522a830fb36719a90541fd3b7039dc58d,True
results/gf_c6_envelope_tail_repair_round44/rank1_lifted_cut_analysis.md,729,fd19869db4dfdb9a96738030cd068099e80c62195f819ca224e0e30c42800b1a,True
results/gf_c6_envelope_tail_repair_round44/mip_start_ablation.md,359,5ad7554d82ec665e88481f93a346a22fc3c9df65385c62adee3cadbaa8a34c43,True
results/gf_c6_envelope_tail_repair_round44/frontier_consolidation_analysis.md,426,b952e84e028a149b9a49e589bfede7ee11a6a262be9f23ed68144f2363d8ff5c,True
results/gf_c6_envelope_tail_repair_round44/development_comparison.csv,12539,480f7d9656dbbc7c5d4b5acf148d769c70a906c7154c785c73f0e23a413fd865,True
results/gf_c6_envelope_tail_repair_round44/validation_comparison.csv,6060,20df7353ff9f4ef2fa22f821a0bdba9104b734faf21d353e2e4b2be1a745ab18,True
results/gf_c6_envelope_tail_repair_round44/holdout_comparison.csv,291,b4778804bb66964f6e6c4f1a2135bb4af54474978f20dbedf08c61fdaea1c361,True
results/gf_c6_envelope_tail_repair_round44/additional_v12_comparison.csv,298,451cf1faa41ddf13c1ec61223500347e8ae077db0fa5ebcda7d97d13e3c842c2,True
results/gf_c6_envelope_tail_repair_round44/v20_profile_comparison.csv,287,582309f255c1358f99709da3fb354ea2b1ced8c88828eb1bc0d4e138952bdebe,True
results/gf_c6_envelope_tail_repair_round44/performance_profile.csv,8658,88987db712c1e92fbd4983d3f2534d3c29f706996de2433fb17b2010179e3ef3,True
results/gf_c6_envelope_tail_repair_round44/severe_regression_audit.csv,6199,76841c941c0aca9a4b6b9e2bab6159dc34a5395a72e12416696e488ae6b19b7f,True
results/gf_c6_envelope_tail_repair_round44/c6_advantage_retention.csv,6201,6482b5c2bb2a7a557a3f844425c96d009e507b0545b9f7ce8d3d59a717ac06e0,True
results/gf_c6_envelope_tail_repair_round44/certificate_audit.csv,6708,ce2189178a46293a3300d024a48814caa810777044a978e016ffd5c20ad56504,True
results/gf_c6_envelope_tail_repair_round44/default_off_equivalence.csv,961,cc1c89b11a764f83f8eb1abba7bbe9cbf8c8a9e5e96642b5ea203829ae292961,True
results/gf_c6_envelope_tail_repair_round44/forbidden_logic_audit.csv,221,cb2fb0b984a595b4306782647d892f5705472a5721d6f3d49ef5b124ef326edc,True
results/gf_c6_envelope_tail_repair_round44/final_build_and_tests.md,285,316470ef8e8684fdf86870b8651277d453d1f7d775d3581a71da9acb8ce9c933,True
results/gf_c6_envelope_tail_repair_round44/reproduction_commands.md,877,1bd3361552b22c01a4a2061c06424800051a8f56bab9adb386186bcb26030ff1,True
