artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_root.lp.gz,True,True,False,1,1,240965,61a4f70269da68b7fd6191c69571aeca4ebc7dc92dbfe485b4ac4ad59ea8fd83,61a4f70269da68b7fd6191c69571aeca4ebc7dc92dbfe485b4ac4ad59ea8fd83,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_node_trace.csv.gz,True,True,False,1,1,5065182,5ef31964792a6328131e12e0bdb7b1ffeacca29e159d75a94490b7fdf2794d12,5ef31964792a6328131e12e0bdb7b1ffeacca29e159d75a94490b7fdf2794d12,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_bound_trajectory.csv,True,False,False,1,1,709,a5161f988ecbc01935125a1c118ee190765cfb3cd62eeb5fd18eaeb1ba19250d,a5161f988ecbc01935125a1c118ee190765cfb3cd62eeb5fd18eaeb1ba19250d,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/row_delta.csv,True,False,False,1,1,189711,647512efea3c47b12871fe0fcff9ce26875031982042478359ff909da9ff4561,647512efea3c47b12871fe0fcff9ce26875031982042478359ff909da9ff4561,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/post_local_row_trace.csv,True,False,False,1,1,56905,e11ca246114b63567a24c841917251e7f47540ef588f13e559cba4cfdce66405,e11ca246114b63567a24c841917251e7f47540ef588f13e559cba4cfdce66405,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/gini_topology.csv,True,False,False,1,1,50102,8f8786d3f67dad75a7ff9b75e457e7645df3bf135d9c433eae04ba1f32b3c996,8f8786d3f67dad75a7ff9b75e457e7645df3bf135d9c433eae04ba1f32b3c996,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/sibling_delay.csv,True,False,False,1,1,26866,ecf74f15fc2aff425d45b204a569bdbd44c1d9719b49e71168da6369110f9794,ecf74f15fc2aff425d45b204a569bdbd44c1d9719b49e71168da6369110f9794,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/tree_memory.csv,True,False,False,1,1,607,550e21143257feabcab71a66aa6ccd826181a0abe73f6613e9fa67d39be8b5e7,550e21143257feabcab71a66aa6ccd826181a0abe73f6613e9fa67d39be8b5e7,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/progress.csv,True,False,False,1,1,691,7160b2ef9b95902ebd7b0c44863da931418f16c020d852798b2af820829cb69f,7160b2ef9b95902ebd7b0c44863da931418f16c020d852798b2af820829cb69f,none
