artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_root.lp.gz,True,True,False,1,1,247774,1bdaaf005471561bfd162439bc5df1ff920811d920e06eb27ce41e2ebe7e680a,1bdaaf005471561bfd162439bc5df1ff920811d920e06eb27ce41e2ebe7e680a,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_node_trace.csv.gz,True,True,False,1,1,4985440,44bb812b9a972af67dcfa72709aafcd6258ce190ac22ef2422202f55a339ef46,44bb812b9a972af67dcfa72709aafcd6258ce190ac22ef2422202f55a339ef46,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_bound_trajectory.csv,True,False,False,1,1,701,d847c33d6cdab134df7b5881f0a64dbe43694b985915c53a60fad333c748eeae,d847c33d6cdab134df7b5881f0a64dbe43694b985915c53a60fad333c748eeae,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/row_delta.csv,True,False,False,1,1,185767,e3e8fbe26492eb64b1e40d76a47c4927dce5a955f2c6bc4defd41f532dcabf47,e3e8fbe26492eb64b1e40d76a47c4927dce5a955f2c6bc4defd41f532dcabf47,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/post_local_row_trace.csv,True,False,False,1,1,56313,94a9e605614044e853c12c889345907f5ae27a8defb6f1556ac271c8c8d690d5,94a9e605614044e853c12c889345907f5ae27a8defb6f1556ac271c8c8d690d5,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/gini_topology.csv,True,False,False,1,1,48496,77e9b5be13121094ccb956a2de0b183e52a05f07a30fb3cb85a7e1f42fde16b3,77e9b5be13121094ccb956a2de0b183e52a05f07a30fb3cb85a7e1f42fde16b3,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/sibling_delay.csv,True,False,False,1,1,26473,a9a0146e31bde57c268fbf38fec2c65d5f6bea5d290120ded352f5a912e8272d,a9a0146e31bde57c268fbf38fec2c65d5f6bea5d290120ded352f5a912e8272d,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/tree_memory.csv,True,False,False,1,1,600,0d78c3ae0380a39d94605a7e60bacc0744ee5cf258346092f7eaed2df286fe99,0d78c3ae0380a39d94605a7e60bacc0744ee5cf258346092f7eaed2df286fe99,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/progress.csv,True,False,False,1,1,691,61fc96fb1f8d6771fd389e5b69b1d6ac2ed18d8b79df48ac367002eb0f786f77,61fc96fb1f8d6771fd389e5b69b1d6ac2ed18d8b79df48ac367002eb0f786f77,none
lifecycle_manifest,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/model_lifecycle_manifest.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/model_lifecycle_manifest.csv,True,False,False,1,1,3920,11e6aa5a84dbb5d77194c0e8f7e49b46c31a393a755bd9754344ff9b2ac7a698,e05ce1d00925d90debde47413a4f281e6dde2cc4c4335ee3fdf098afba70db34,none
solver_result_pristine,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/solver_result_pristine.json,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/solver_result_pristine.json,True,False,False,1,1,72524,0072f6db4597e1aaf6573a9da30b1dcb5273bb249fb3993aa8bfc0bea51a80e5,0072f6db4597e1aaf6573a9da30b1dcb5273bb249fb3993aa8bfc0bea51a80e5,none
solver_log,results/gf_global_gini_tree_strict_flow_round/logs/stage1__moderate_seed3302__f2__300s.log,results/gf_global_gini_tree_strict_flow_round/logs/stage1__moderate_seed3302__f2__300s.log,True,False,False,1,1,56424,3f0225f1db9a80e017fc79502081e4205a466bbca520128619b58b9b4d7a6c70,3f0225f1db9a80e017fc79502081e4205a466bbca520128619b58b9b4d7a6c70,none
checkpoint_metrics,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/checkpoint_metrics.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/checkpoint_metrics.csv,True,False,False,1,1,1220,98547be3a5869ddab3e68c9edd4b445e89d7820444f118f787ba54cddfe5c887,98547be3a5869ddab3e68c9edd4b445e89d7820444f118f787ba54cddfe5c887,none
stamped_result_json,results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3302__f2__300s.json,results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3302__f2__300s.json,True,False,False,1,1,74042,d4d314106c0a5bb16a70bdf3b5f790f68c70fb61c79bc8bd3dd5e9798e325ec6,d4d314106c0a5bb16a70bdf3b5f790f68c70fb61c79bc8bd3dd5e9798e325ec6,none
command_record,results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__f2__300s.json,results/gf_global_gini_tree_strict_flow_round/commands/stage1__moderate_seed3302__f2__300s.json,True,False,False,1,1,10648,fe09025c1dd4825654122865a1b89eab83f4f1b1d119de7103e50abe337bb168,fe09025c1dd4825654122865a1b89eab83f4f1b1d119de7103e50abe337bb168,none
