leaf,variant,bucket,budget_seconds,json_path,progress_path,lp_path,command_hash,status,solver_status,lower_bound,upper_bound,gap_to_cutoff,runtime_seconds,nodes,valid_checkpoint_count,last_improvement_time,root_lp_objective,thread_fairness_class,compact_bc_solver_threads,gs_rows,disagg_rows,vector_support_cover_cuts_added,vector_route_cutset_cuts_added,compact_bc_cuts_added_by_family,tailored_bc_user_cuts_added_by_family,objective_estimator_cutoff,sp_product_estimator,gs_product_coupling,disaggregated_sp_estimator,vector_support_cover,vector_route_cutset
low_gini_1,static_tailored_compact_bc,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.lp,6f21d6aa503be0e6,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,330.6192153,13528,,330.0869308,not_available,one_thread_fair,1,0,0,0,0,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=0;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,1,0,0,0,0
low_gini_1,gs_product_coupling,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_gs_product_coupling_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_gs_product_coupling_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_gs_product_coupling_300s.lp,6275ed478f21a6ad,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0487181971446,0.0491525526647,0.0004343555200999952,330.6477975,25945,,330.0887534,not_available,one_thread_fair,1,5,0,0,0,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=0;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,1,5,0,0,0
low_gini_1,disaggregated_sp_estimator,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_disaggregated_sp_estimator_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_disaggregated_sp_estimator_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_disaggregated_sp_estimator_300s.lp,a0e882b4be726c25,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,300.8716427,24333,,300.0902702,not_available,one_thread_fair,1,0,81,0,0,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=0;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,0,0,81,0,0
low_gini_1,vector_route_structural,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_vector_route_structural_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_vector_route_structural_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_vector_route_structural_300s.lp,743db1cbbf4f1a2c,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0429769807153,0.0491525526647,0.006175571949400001,332.2877154,183,,330.0770308,not_available,one_thread_fair,1,0,0,0,11400,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=4;sp_product_estimator=1;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=11400;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=11400;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,1,0,0,0,11400
low_gini_1,gs_plus_disagg_sp,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_gs_plus_disagg_sp_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_gs_plus_disagg_sp_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_gs_plus_disagg_sp_300s.lp,c6c9aa65dbd197dc,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,330.7293567,25753,,330.0931517,not_available,one_thread_fair,1,5,81,0,0,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=0;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,0,5,81,0,0
low_gini_1,all_new_structural_cuts,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_all_new_structural_cuts_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_all_new_structural_cuts_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_all_new_structural_cuts_300s.lp,25d26cd84b9e87c2,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0440671889108,0.0491525526647,0.0050853637539000004,332.2837889,1361,,330.0816422,not_available,one_thread_fair,1,5,81,0,11400,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,0,5,81,0,11400
low_gini_1,current_best_new_combined_paper_safe,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_current_best_new_combined_paper_safe_300s.lp,3891fc7d4fd2588f,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.044109402111,0.0491525526647,0.005043150553699999,332.2754701,1370,,330.0937831,not_available,one_thread_fair,1,5,81,0,11400,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,0,5,81,0,11400
low_gini_1,plain_fixed_interval_mip,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.lp,986f45a3561f8dd6,interval_unresolved_timeout,time limit exceeded,0.045508251143,0.0491525526647,0.0036443015216999983,300.1238915,4260,,0,not_available,one_thread_fair,0,0,0,0,0,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;variable_s_centering=0;s_range=0;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=0;tailored_low_gini_l1_centering=0;tailored_subset_inventory_imbalance=0;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=0;tailored_benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=0;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=0;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=0;disaggregated_sp_estimator=0;vector_support_cover=0;vector_route_cutset=0,0,0,0,0,0,0
low_gini_2,all_new_structural_cuts,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_low_gini_2_all_new_structural_cuts_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_low_gini_2_all_new_structural_cuts_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_low_gini_2_all_new_structural_cuts_300s.lp,3a9ce95f95a9ecea,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048374510694,0.0491525526647,0.0007780419706999997,332.4007801,571,,330.1096673,not_available,one_thread_fair,1,5,81,0,11400,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,0,5,81,0,11400
high_imbalance_seed3201_hard,all_new_structural_cuts,dominant_k4,300,results\gf_tailored_bc_structural_cut_round\raw\dominant_k4_high_imbalance_seed3201_hard_all_new_structural_cuts_300s.json,results\gf_tailored_bc_structural_cut_round\progress_traces\dominant_k4_high_imbalance_seed3201_hard_all_new_structural_cuts_300s.progress.csv,results\gf_tailored_bc_structural_cut_round\model_exports\dominant_k4_high_imbalance_seed3201_hard_all_new_structural_cuts_300s.lp,264c8746b20676bc,interval_closed,integer infeasible,2.44340319194,2.44340319194,0.0,31.901283,0,,30.0121452,not_available,one_thread_fair,1,5,81,0,11400,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=2;sp_product_mccormick=0;sp_product_estimator=0;tailored_gini_subset_envelope=2700;tailored_low_gini_l1_centering=41;tailored_subset_inventory_imbalance=2700;tailored_bucket_ratio_domain=0;tailored_bucket_subset_ratio_domain=0;tailored_bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;tailored_transfer_cutset=630;tailored_benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=28,gini_subset_envelope=2700;low_gini_l1_centering=41;local_centering=40;subset_cross_h_centering=0;local_q_centering=0;subset_inventory_imbalance=2700;bucket_ratio_domain=0;bucket_subset_ratio_domain=0;bucket_h_cap=0;bucket_integer_inventory=0;bucket_required_movement=0;bucket_required_visit=0;bucket_subset_required_movement=0;transfer_cutset=630;compatible_source_transfer=0;required_external_source=0;benders_inventory_diagnostic=0;gs_product_coupling=5;disaggregated_sp_estimator=81;vector_support_cover=0;vector_route_cutset=11400;callback_gini_interval_cap=0;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_local_centering=0;callback_subset_cross_h_centering=0;callback_local_q_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,1,0,5,81,0,11400
