artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/global_root.lp.gz,True,True,False,1,1,239495,3ad9623dd666e2a4ff671ee53070d2b94c2211bd6b178ddd7b38c7daabbec53e,3ad9623dd666e2a4ff671ee53070d2b94c2211bd6b178ddd7b38c7daabbec53e,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/global_node_trace.csv.gz,True,True,False,1,1,5899370,cc4687f81e8c1c75f5ff19ec7737a63eac565dedde8b6d8eaa5a7c26e3c50694,cc4687f81e8c1c75f5ff19ec7737a63eac565dedde8b6d8eaa5a7c26e3c50694,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/global_bound_trajectory.csv,True,False,False,1,1,696,7f2c374ee67838ebfb3a6b547eb8a561580cdcd0c458e17cd298d689396e447d,7f2c374ee67838ebfb3a6b547eb8a561580cdcd0c458e17cd298d689396e447d,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/row_delta.csv,True,False,False,1,1,221793,5b0432feac0bd1cb911a9c5fb7d1f4802b89b052634dee19382df40f216cb12c,5b0432feac0bd1cb911a9c5fb7d1f4802b89b052634dee19382df40f216cb12c,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/post_local_row_trace.csv,True,False,False,1,1,71278,68a87ee7677ce488ad68935d3f46d7db74b689b2000589445ee1cc9d5cc0b385,68a87ee7677ce488ad68935d3f46d7db74b689b2000589445ee1cc9d5cc0b385,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/gini_topology.csv,True,False,False,1,1,55478,d79b285262cc9ada165ddcae8a9a4d542a52e10a5e0e9ddf929f8c029a3b59a3,d79b285262cc9ada165ddcae8a9a4d542a52e10a5e0e9ddf929f8c029a3b59a3,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/sibling_delay.csv,True,False,False,1,1,33850,8a5e5931be3eea336fc8c11900ce3dd6c29f055c652d3f1d11ba5c6bca3f54c9,8a5e5931be3eea336fc8c11900ce3dd6c29f055c652d3f1d11ba5c6bca3f54c9,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/tree_memory.csv,True,False,False,1,1,605,a172dfcbea104c229fa90748c18b0ef440a4840b21b59b2f9166a656449b3a36,a172dfcbea104c229fa90748c18b0ef440a4840b21b59b2f9166a656449b3a36,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f1__300s/progress.csv,True,False,False,1,1,691,3afe4a74f2c192a1f1033de41d9e41b7646ef464aa6e4a3b60d7283bbe4cf9ec,3afe4a74f2c192a1f1033de41d9e41b7646ef464aa6e4a3b60d7283bbe4cf9ec,none
