artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/global_root.lp.gz,True,True,False,1,1,240207,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/global_node_trace.csv.gz,True,True,False,1,1,9277230,54e961a52c033e85030880c4a9ed55a843e19d46c0610cb5f499b34687d37da8,54e961a52c033e85030880c4a9ed55a843e19d46c0610cb5f499b34687d37da8,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/global_bound_trajectory.csv,True,False,False,1,1,716,749b22e20d30eea373e94bfad13d433b10eb7f6d6baa7b978c14f055c2c48cbc,749b22e20d30eea373e94bfad13d433b10eb7f6d6baa7b978c14f055c2c48cbc,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/row_delta.csv,True,False,False,1,1,329895,70000e7ea20e091f216c020061eac2e8cb233c83a073b5ce81f979814c7f85ca,70000e7ea20e091f216c020061eac2e8cb233c83a073b5ce81f979814c7f85ca,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/post_local_row_trace.csv,True,False,False,1,1,108977,39e7ba983cab4dd0a62f3afda41e9247a9b42dbda6861c607b35804d1dac6594,39e7ba983cab4dd0a62f3afda41e9247a9b42dbda6861c607b35804d1dac6594,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/gini_topology.csv,True,False,False,1,1,80847,cd34c909d2fe2cff883a8b319a3ff3e9414f3eafdf2621cc8663d4d95e94a892,cd34c909d2fe2cff883a8b319a3ff3e9414f3eafdf2621cc8663d4d95e94a892,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/sibling_delay.csv,True,False,False,1,1,52071,524dcc2d7cb27b14a39c76ea00836e0bdbddc0cbedf45ff7382db18a7216ae3a,524dcc2d7cb27b14a39c76ea00836e0bdbddc0cbedf45ff7382db18a7216ae3a,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/tree_memory.csv,True,False,False,1,1,584,d408b6927b8fbea75b8defe9dec1ab8327cdd44b6c901c62c796726dc22c4d37,d408b6927b8fbea75b8defe9dec1ab8327cdd44b6c901c62c796726dc22c4d37,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/progress.csv,True,False,False,1,1,691,c2380afdc1c5276a23db6d40d9d374c6cc581a151c4308ba4aec4142966f8365,c2380afdc1c5276a23db6d40d9d374c6cc581a151c4308ba4aec4142966f8365,none
lifecycle_manifest,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/model_lifecycle_manifest.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/model_lifecycle_manifest.csv,True,False,False,1,1,3944,9f60cc68da194b7051aa957bbdcc36fa4c3eb488fa0b472be47a2e3adbc67513,c6c85c377e1131812280f21a0a27ce803a3b82b9d80428050e84ca701bc08027,none
solver_result_pristine,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/solver_result_pristine.json,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/solver_result_pristine.json,True,False,False,1,1,72767,891ca7f7f08e258802da256f84c7313d3f88cd35549afe5f08e7d758407d85f1,891ca7f7f08e258802da256f84c7313d3f88cd35549afe5f08e7d758407d85f1,none
solver_log,results/gf_global_gini_tree_strict_flow_round/logs/stage4__moderate_seed3301__f0__3600s.log,results/gf_global_gini_tree_strict_flow_round/logs/stage4__moderate_seed3301__f0__3600s.log,True,False,False,1,1,266437,b5732762b145dded03f19f13ff58d4d8de6bf759acc9be189feb3528ed6f9350,b5732762b145dded03f19f13ff58d4d8de6bf759acc9be189feb3528ed6f9350,none
checkpoint_metrics,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/checkpoint_metrics.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage4__moderate_seed3301__f0__3600s/checkpoint_metrics.csv,True,False,False,1,1,2505,90c035a86b6513d76ac8b575089cda7bb542a3f7cef3caa8724e9aa5a707a527,90c035a86b6513d76ac8b575089cda7bb542a3f7cef3caa8724e9aa5a707a527,none
stamped_result_json,results/gf_global_gini_tree_strict_flow_round/raw/stage4__moderate_seed3301__f0__3600s.json,results/gf_global_gini_tree_strict_flow_round/raw/stage4__moderate_seed3301__f0__3600s.json,True,False,False,1,1,74296,8137583fc42fd2be86f24a3b2d5c8e3e1109f9058f93a1d586235bb51de6d6df,8137583fc42fd2be86f24a3b2d5c8e3e1109f9058f93a1d586235bb51de6d6df,none
command_record,results/gf_global_gini_tree_strict_flow_round/commands/stage4__moderate_seed3301__f0__3600s.json,results/gf_global_gini_tree_strict_flow_round/commands/stage4__moderate_seed3301__f0__3600s.json,True,False,False,1,1,10708,57c7b21da78bd585c32e873abf36ad32de842162719e10e020462fcce30ab573,57c7b21da78bd585c32e873abf36ad32de842162719e10e020462fcce30ab573,none
