path,bytes,sha256
command.json,6521,0adf1a632e854d2abe3ffa90832dfbb38ee4a5a13ff2c5dabbbfff741b85e80a
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,117,cdd01687094a0cfa53f0dec9c986dfd1add5bf0c55e330bac474107bbb6ad7b3
external/global_bound_trace.csv,8247,41cd2411bceae884af2d0670154f13a983bf9bcda99654393b3d205672002d07
external/initial_decomposition_ledger.csv,795,2a80c9faf95d36572f63d3f4cd760fca844b84b8bb7cb7b68e22eeb81ff41ccd
external/lp_status_ledger.csv,1132,eea5617bfba37ffa7d36526d6c6e23b701df3db652e17f8362a77a8ddcd9acbc
external/models/L0.lp,123079,bb5273616c5a2d6cdabb118658c0d79be9747e7185174e1b16e0998f42f3aeb3
external/models/L1.0.lp,127270,3fe8c4b403970d269cde2efb25275808157ef1b6d5e2525f80c6979035ede16c
external/models/L1.1.lp,126884,9f576d6742494d2896541d414667b51bcec6f3503fa7f24009d45fd3aa0f0c72
external/models/L1.lp,126900,fa55cb2609ea27d1b80a635cef0207454695c9ab27b24c9cba5175a1e29f97ec
external/models/L2.0.lp,126238,e9b4c38a102524b6ec0d144f48caf0980fb45786a3c15cd0521e0bef2695ed3e
external/models/L2.1.lp,126370,434a066257a627934bc16def07f0fcc9c4f3f40f51091ec118efb8f75b67ffcc
external/models/L2.lp,126238,ec0fa0f5b7ae5fa75700af8bf370d9c26db50835dfd08450c22a01c226c56625
external/models/L3.lp,126103,ceb6c2ed22851b6c2449a57df140abf29392380edb9f66bf13d6a7d820f9483b
external/native_logs/L0_c6_1_next_leaf_target_mip.gurobi.log,1357,028978ea6e4d86a597d2bdd1f8e1821a9bd8270f0c10e1d5e626cdc6de7e0161
external/native_logs/L0_lp.gurobi.log,1414,1719f27319f1bf8efd28b909cb170c2d902f1ca4400a9c67e1f329f74b80413d
external/native_logs/L1.0_lp.gurobi.log,1416,e25be244c2f37cf3b23ec9306be51785c933576f1c680c121c176422211aa4c7
external/native_logs/L1.1_lp.gurobi.log,1416,053f4cd30d14751fe1dd1fe63588952776c3d52c00150d8c1b6f07a51a7d43e3
external/native_logs/L1_c6_1_next_leaf_target_mip.gurobi.log,1803,c13ca2294fffe92d36fa0308f0f0b043e502fa5ea1223afdcd2bf46388372c49
external/native_logs/L1_lp.gurobi.log,1414,ae56a142a0b49ab2804b07c3b66a6dae4c1d12ec646122daa89ce81745c2eda4
external/native_logs/L1_terminal_mip.gurobi.log,2907,d43f712e5852dd50368f21cf52c4832fcc348d3b73b6f125a948714ecf2677ae
external/native_logs/L2.0_lp.gurobi.log,1416,7ce5594cc0bacf29fb81c06cd131c512ff28ffec550885cfa75568b56b0c9999
external/native_logs/L2.1_lp.gurobi.log,1416,40bc39f3b004a5c3d67aec13253da62e850158f2a42d440b0fc22ba1d42909b8
external/native_logs/L2_c6_1_next_leaf_target_mip.gurobi.log,1804,ea5ab2906814f3b96e869e1a19b991ade705a02b82f97297db5119c30a30ad4d
external/native_logs/L2_lp.gurobi.log,1414,2fdd5135d97af15d057f6af7fb589e28604e3cbfb681ba7255a17fbfeab07766
external/native_logs/L2_terminal_mip.gurobi.log,2235,e20190d0379b8d5e9fd085b2d4ca4f6d9cdafd353dd855a013cd61bd7566afbb
external/native_logs/L3_lp.gurobi.log,1331,1d54da19b97f2d1d41f8f7b6947e0c132bffa01ff1c51936f5997aa1ebe14c02
external/native_target_ledger.csv,949,6f60f21993d41d3fde454a35acbbe1e093380733f145cbb5e94334596c33d332
external/paper_leaf_ledger.csv,1267,f7c0ee3fcb498d5f08179b6f0baf9161da9dc1cb3185dd179d9b89a8e96a418a
external/paper_optimize_ledger.csv,5545,c427eb093284e950bdff2cb96dbd2b4c5cf087f6dcd07076e65c62c105f67703
external/paper_tree_events.csv,1862,c28b79ac2cbe1ab3b81ad6872bf83d5e6d88176f6200499246245f5ef1e6fa01
external/parent_child_bound_ledger.csv,454,2edfd37de96a999cd2852fdd5f85b3ce17a1e56ed5eb7065c713fe450c4ab134
external/split_decision_ledger.csv,462,b30b0dcee1dc2952ead51b0a0ee32a0fff46bde5b44db21af96464f227c57ef4
heuristic_candidates.csv,375,9aec78230fd25a964c8c5c184e833f4e5881a3a264ff9a44775abdf57531e38f
hga_generations.csv,50381,2ae4ef8052d670724759dcd2d4ea7333f08c7657f0f65d04fa867136fac97e31
native.log,3973,d84fe799fd432f8f1b6dc743855548733d16a39aec3b4418f779090fe14f1d29
process_phases.csv,4049,0a6ed4505199e9c5fb62bc0c8c972467f7bf261b15613d10968d9e28bd9229f5
progress.csv,692,2d1547b7bc630c101351787d5949cc6bf91629a89d80d5a30d84c1647b8eed0c
result.json,87008,39eee1a0204dd81c96227ca45b84c2c5fd48a5fc15aa30c034336fc0f199f61f
