path,bytes,sha256
command.json,6489,30f774a9d56aab5ee613f8c91fe21ad9b5833cd88a0c33e6ba242bb2426bec3a
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,101,fa5caa25a37d45d558948f810449c5432b982efeaddbdfd7a006583d9eb6201f
external/global_bound_trace.csv,1026,b14a6994631b165f1d0c7e3c3046b98bda72f18716f8cbce8ea73994ffb1d88e
external/lp_status_ledger.csv,235,5c1ac27aaa848cff558218cbda7aed9e9382ce1b9faa6d00dc3b4bf162ef1ab9
external/models/L0.lp,781917,e8c2b09ef29976a669561d214e9a1e8fb23ef81192a4391a19b6ad24fdc67c8b
external/native_logs/L0_c6_1_next_leaf_target_mip.gurobi.log,1581,53cd619a17ce695b49a0bb3991eb3a608b00b08f90fedb7ef2a890827929b249
external/native_logs/L0_lp.gurobi.log,1414,b12e3db128813cc1c32052a705399d8a339f0ed5365f4442db078b492a7ca1ac
external/native_target_ledger.csv,346,290985ab83eb49e94d136c13dead441120fe7587e413b3370fb51b205be077cc
external/paper_leaf_ledger.csv,960,98e5e5fb6f445b704957d9dedae479c8eab9a21b860d13b182d6cddbc8a3dfba
external/paper_optimize_ledger.csv,970,0edf60b3a8339ef9ef7449e1bca921565fc275e1ddd07524ae35d710b3cf508e
external/paper_tree_events.csv,169,d9e1c187dc2633939db97c68bd1d129bfb2ccaf071df140e2f436b728046a8f2
external/parent_child_bound_ledger.csv,142,592697d120a1fddee0235fb4ea57be71c3163f59fc8f879c40fa211ef6212b2f
external/split_decision_ledger.csv,174,6dcc441aa409dc4f639610db4548e655a162d7a98fc104fec118d84f90702d09
heuristic_candidates.csv,745,a6d91ba67d8b0cbdc01c1c01afb4ad3a41400c5993165220855ad1f3731e239e
native.log,859,bf2ed62c5cad904ec014543172d70b7790512929990fba77f7a5ccf20e022540
process_phases.csv,3093,5fcc5b6a92d2409ca6b5155e275854eb4e5c800d3b1a5e9b00fbe6ec23f1abad
progress.csv,692,3d507b72ab0803ed449b6e957ad78a67713f2321f5393ddc7fecfb64a70d33ee
result.json,84969,6aff4aecac15ec9e269189f30b7d6c2c2d408c0f6eaa1d0fbb60cd38d6702d2e
