artifact_role,requested_path,retained_path,exists,gzip_appended,multipart,part_index,part_count,size_bytes,sha256,complete_retained_sha256,reconstruction
root_model,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_root.lp,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_root.lp.gz,True,True,False,1,1,240965,61a4f70269da68b7fd6191c69571aeca4ebc7dc92dbfe485b4ac4ad59ea8fd83,61a4f70269da68b7fd6191c69571aeca4ebc7dc92dbfe485b4ac4ad59ea8fd83,none
node_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_node_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_node_trace.csv.gz,True,True,False,1,1,6572050,9c0604faa69b81189f377a66fbecfe86947baf019430549808badc26d727470b,9c0604faa69b81189f377a66fbecfe86947baf019430549808badc26d727470b,none
bound_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_bound_trajectory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/global_bound_trajectory.csv,True,False,False,1,1,708,8c919b109f94fad3d50cfeaac0e277096093b723cacee00b2dba9e42c5bb4208,8c919b109f94fad3d50cfeaac0e277096093b723cacee00b2dba9e42c5bb4208,none
row_delta_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/row_delta.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/row_delta.csv,True,False,False,1,1,239467,5a52e237bd3c272d15ed64ea827e2748a334b39ed594576035934e4e48362ace,5a52e237bd3c272d15ed64ea827e2748a334b39ed594576035934e4e48362ace,none
post_row_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/post_local_row_trace.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/post_local_row_trace.csv,True,False,False,1,1,75347,7bce183a73cace283591ec5c981db5812b66687a0fff5f09c11343e7e74cc4b0,7bce183a73cace283591ec5c981db5812b66687a0fff5f09c11343e7e74cc4b0,none
topology_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/gini_topology.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/gini_topology.csv,True,False,False,1,1,60703,2c25e789a60aac2a905f055c8729875d310c319fdf7baab66c8e384a92393702,2c25e789a60aac2a905f055c8729875d310c319fdf7baab66c8e384a92393702,none
sibling_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/sibling_delay.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/sibling_delay.csv,True,False,False,1,1,35998,c1a9742141829c9e48964ec8969f3de8b0d387609893be1474480506690e4eb7,c1a9742141829c9e48964ec8969f3de8b0d387609893be1474480506690e4eb7,none
tree_memory_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/tree_memory.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/tree_memory.csv,True,False,False,1,1,607,05928b40d8198ed5947a457efae3869cc49595f126aa81273a74f025f2f978bb,05928b40d8198ed5947a457efae3869cc49595f126aa81273a74f025f2f978bb,none
mip_start_audit,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/mip_start_audit.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/mip_start_audit.csv,True,False,False,1,1,151,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,54b22a6fab8d11013380329fd655f6237da1ee912d7f53a56a08246328cebfa8,none
progress_trace,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/progress.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/progress.csv,True,False,False,1,1,691,d51b2d1aa04570dcf8ba7391ecd7bd51de2807b061aef055ab68b48e6e5ecc13,d51b2d1aa04570dcf8ba7391ecd7bd51de2807b061aef055ab68b48e6e5ecc13,none
lifecycle_manifest,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/model_lifecycle_manifest.csv,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/model_lifecycle_manifest.csv,True,False,False,1,1,3943,f8cbc19881a5e3bb465bf1deedcbbf87e28d7dc3eff843aa59af1784836651fa,373355359d23f0cfac138d0b7dba75ad8098b0993de8927e9e3ad8465e60a519,none
solver_result_pristine,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/solver_result_pristine.json,results/gf_global_gini_tree_strict_flow_round/runs/stage2__moderate_seed3302__f0__900s/solver_result_pristine.json,True,False,False,1,1,72513,9d2047a956c029633cd63ecd949a447ae067da93e3beb80d37c7479227ca2173,9d2047a956c029633cd63ecd949a447ae067da93e3beb80d37c7479227ca2173,none
solver_log,results/gf_global_gini_tree_strict_flow_round/logs/stage2__moderate_seed3302__f0__900s.log,results/gf_global_gini_tree_strict_flow_round/logs/stage2__moderate_seed3302__f0__900s.log,True,False,False,1,1,121101,139b4ee67f68acb8bd5e8959b6a1eb44a161c9a522eab163d219121a02f29086,139b4ee67f68acb8bd5e8959b6a1eb44a161c9a522eab163d219121a02f29086,none
